symbol,high52,low52,dividendAmount,dividendYield,dividendDate,peRatio,pegRatio,pbRatio,prRatio,pcfRatio,grossMarginTTM,grossMarginMRQ,netProfitMarginTTM,netProfitMarginMRQ,operatingMarginTTM,operatingMarginMRQ,returnOnEquity,returnOnAssets,returnOnInvestment,quickRatio,currentRatio,interestCoverage,totalDebtToCapital,ltDebtToEquity,totalDebtToEquity,epsTTM,epsChangePercentTTM,epsChangeYear,epsChange,revChangeYear,revChangeTTM,revChangeIn,sharesOutstanding,marketCapFloat,marketCap,bookValuePerShare,shortIntToFloat,shortIntDayToCover,divGrowthRate3Year,dividendPayAmount,dividendPayDate,beta,vol1DayAvg,vol10DayAvg,vol3MonthAvg,avg10DaysVolume,avg1DayVolume,avg3MonthVolume,declarationDate,dividendFreq,eps,dtnVolume,nextDividendPayDate,nextDividendDate,fundLeverageFactor
COO,104.07,75.935,0.0,0.0,2023-07-26 00:00:00.0,55.70417,-2.68141,2.27224,4.73642,18.67557,66.2334,66.9637,9.1089,9.4313,9.1089,9.4313,4.4777,3.2078,3.13015,0.84105,1.95171,0.0,27.3205,38.3257,37.7913,1.69718,16.5101,0.0,0.0,8.6083,8.8726,0.0,199119880.0,0.0,18786960678.0,39.19488,0.0,0.0,0.0,0.03,2023-08-11 00:00:00.0,0.98204,0.0,0.0,0.0,1034655,1140446,1197445,2023-07-12 00:00:00.0,2,1.4775,1397835,2024-02-12 00:00:00.0,2024-01-26 00:00:00.0,0.0
CPRT,58.58,42.41,0.0,0.0,,37.21526,3.09338,7.28754,12.50448,29.01444,46.6309,47.2588,33.3277,33.9133,33.3209,33.8972,21.706,13.9645,18.78255,5.8927,7.3642,0.0,1.2528,1.5568,1.2723,1.42979,19.6433,0.0,0.0,10.5285,10.9205,0.0,962297603.0,0.0,50607230941.0,7.45244,0.0,0.0,0.0,0.0,,1.27545,0.0,0.0,0.0,3230435,4327029,4341670,,0,1.28,2884105,,,0.0
GLW,46.39,25.26,1.12,2.63405,2024-08-30 00:00:00.0,82.86179,-1.11181,2.99128,2.66931,11.20243,34.3823,33.5281,3.5261,3.199,4.0426,3.7526,4.4263,2.9445,1.97648,0.69377,1.57335,0.0,40.4151,75.016,70.733,0.51073,-31.0172,0.0,0.0,-11.2834,-6.9246,0.0,855700821.0,0.0,36384398908.0,12.98773,0.0,0.0,0.0,0.28,2024-09-27 00:00:00.0,1.04753,0.0,0.0,0.0,3861315,5281274,8003529,2024-06-26 00:00:00.0,4,0.68,4120223,2024-12-27 00:00:00.0,2024-12-02 00:00:00.0,0.0
CPAY,319.94,220.39,0.0,0.0,,22.06209,3.62967,6.72236,5.00635,13.71679,78.3647,78.5593,26.4127,25.7889,26.4145,25.7928,33.4099,6.7716,12.10353,0.66669,1.01698,0.0,47.852,265.5712,174.9332,13.77023,10.9974,0.0,0.0,9.6462,5.324,0.0,69432952.0,0.0,21077761238.0,39.63042,0.0,0.0,0.0,0.0,,1.20397,0.0,0.0,0.0,388266,465511,462158,,0,13.2,413347,,,0.0
CTVA,58.76,43.22,0.68,1.2239,2024-09-03 00:00:00.0,45.48297,-1.97391,1.48591,2.24093,13.29757,43.6838,52.2578,5.3132,17.2284,5.2422,17.2774,3.4154,2.8851,2.79394,1.0726,1.71551,0.0,8.197,18.583,9.7203,1.23123,-20.2973,0.0,0.0,-1.312,-3.5937,0.0,692247000.0,0.0,38461243320.0,36.30101,0.0,0.0,0.0,0.17,2024-09-17 00:00:00.0,0.77058,0.0,0.0,0.0,2688174,3636584,2979558,2024-07-29 00:00:00.0,4,1.3,3809554,2024-12-17 00:00:00.0,2024-12-03 00:00:00.0,0.0
CSGP,100.38,67.35,0.0,0.0,,147.16346,-78.69391,4.10313,11.57359,51.37681,79.3412,79.9645,8.1919,2.8326,8.1919,2.8326,2.9372,0.5067,2.53341,9.13121,9.27043,0.0,12.439,14.8424,14.2853,0.52,-45.2273,0.0,0.0,12.4908,11.9941,0.0,409816848.0,0.0,31625566160.0,18.06914,0.0,0.0,0.0,0.0,,0.81287,0.0,0.0,0.0,1549896,2150406,2592443,,0,0.92,1201320,,,0.0
COST,918.928,534.34,4.64,0.51051,2024-07-26 00:00:00.0,55.05706,8.11985,16.0314,1.3773,24.03657,12.4976,12.5472,2.8274,2.8727,2.8274,2.8727,31.6381,8.3764,23.78,0.39824,0.94138,0.0,26.458,42.7035,37.7566,16.12963,19.4727,0.0,0.0,6.7573,7.7526,0.0,443335024.0,0.0,402947203313.0,49.10301,0.0,0.0,0.0,1.16,2024-08-09 00:00:00.0,0.76946,0.0,0.0,0.0,1525271,1960324,1955348,2024-07-10 00:00:00.0,4,14.16,2098899,2024-11-11 00:00:00.0,2024-10-28 00:00:00.0,0.0
CTRA,29.89,23.18,0.84,3.46964,2024-08-15 00:00:00.0,13.90535,-0.19565,1.51476,3.58955,5.63961,71.5363,71.6599,23.5579,17.8137,23.5579,17.8137,10.2007,5.3237,6.92332,1.34895,1.4036,0.0,14.1107,22.7429,17.3199,1.72955,-56.7993,0.0,0.0,-40.2565,-27.5768,0.0,739274446.0,0.0,17897834337.0,17.60676,0.0,0.0,0.0,0.21,2024-08-29 00:00:00.0,0.22567,0.0,0.0,0.0,4405253,6318722,5973827,2024-08-01 00:00:00.0,4,2.13,5989663,2024-11-29 00:00:00.0,2024-11-15 00:00:00.0,0.0
CRWD,398.3271,141.971,0.0,0.0,,491.7453,-4.89369,28.05755,21.39087,62.62001,75.2894,75.5706,4.0089,4.6491,4.1519,5.023,6.488,0.2545,3.16933,1.64151,1.80409,0.0,23.1115,30.8697,30.246,0.53727,-183.2393,0.0,0.0,36.3334,34.2614,0.0,230883142.0,0.0,65666001221.0,10.42643,0.0,0.0,0.0,0.0,,1.09543,0.0,0.0,0.0,4462356,4660211,8673017,,0,0.37,3686884,,,0.0
CCI,119.5,84.72,6.26,5.51348,2024-09-13 00:00:00.0,41.43816,-3.15103,7.51937,6.42413,14.29581,71.822,71.7712,18.0084,15.4366,18.0084,15.4366,18.7431,3.6519,3.91319,0.28228,0.43344,0.0,80.5183,519.8336,499.0799,2.73878,-30.311,0.0,0.0,-0.0716,-7.5805,0.0,434567298.0,0.0,49340771014.0,12.9931,0.0,0.0,0.0,1.565,2024-09-30 00:00:00.0,0.83683,0.0,0.0,0.0,1500743,3023796,2354305,2024-08-07 00:00:00.0,4,3.46,1536562,2024-12-30 00:00:00.0,2024-12-13 00:00:00.0,0.0
CSX,40.12,29.03,0.48,1.42942,2024-08-30 00:00:00.0,18.44034,-3.54893,5.14037,4.49154,12.82797,48.4078,50.3107,24.6002,26.0199,24.6002,26.0199,28.9226,8.1539,9.1811,0.97554,1.16101,0.0,58.5015,151.6085,147.1949,1.8286,-7.2717,0.0,0.0,-1.3196,-2.6348,0.0,1938739661.0,0.0,65102877816.0,6.50732,0.0,0.0,0.0,0.12,2024-09-13 00:00:00.0,1.19723,0.0,0.0,0.0,9520506,12085732,11111265,2024-07-10 00:00:00.0,4,1.85,7487685,2024-12-13 00:00:00.0,2024-12-02 00:00:00.0,0.0
CMI,322.83,212.8,7.28,2.37621,2024-08-23 00:00:00.0,22.27949,-0.91332,3.97368,1.13858,21.92963,24.3057,24.9317,5.6887,8.2537,6.0778,8.5493,18.9403,6.7579,9.56646,0.69894,1.34261,0.0,31.5008,76.4655,55.5881,13.73775,-23.0975,0.0,0.0,21.34,6.1471,0.0,137047646.0,0.0,41987287305.0,69.69109,0.0,0.0,0.0,1.82,2024-09-05 00:00:00.0,0.98765,0.0,0.0,0.0,597023,1426026,876399,2024-07-09 00:00:00.0,4,5.15,424975,2024-12-05 00:00:00.0,2024-11-25 00:00:00.0,0.0
CVS,83.25,52.7705,2.66,4.62931,2024-07-22 00:00:00.0,10.16433,0.09214,0.98998,0.20769,7.5657,14.3715,14.2987,1.9869,1.9484,1.9908,1.9462,9.7277,2.8728,4.6915,0.59773,0.85951,0.0,49.1905,111.5975,104.0859,5.63146,147.6054,0.0,0.0,10.8802,7.0348,0.0,1257979270.0,0.0,72283488854.0,59.65764,0.0,0.0,0.0,0.665,2024-08-01 00:00:00.0,0.51272,0.0,0.0,0.0,7030598,9987249,9902928,2024-07-08 00:00:00.0,4,6.47,6180854,2024-11-01 00:00:00.0,2024-10-22 00:00:00.0,0.0
DHR,281.7,182.09,1.08,0.40176,2024-06-28 00:00:00.0,48.90332,-1.42563,3.6253,7.83803,26.81913,59.7802,59.69,17.8335,15.7931,17.2097,15.7931,7.9822,3.9788,6.0514,0.84644,1.43397,0.0,25.7061,36.4915,35.0867,5.44053,-19.9179,0.0,0.0,-10.333,2.1807,0.0,722213081.0,0.0,194145320434.0,68.91851,0.0,0.0,0.0,0.27,2024-07-26 00:00:00.0,0.8604,0.0,0.0,0.0,1515693,2857502,2960157,2024-05-07 00:00:00.0,4,5.65,1552486,2024-10-28 00:00:00.0,2024-09-30 00:00:00.0,0.0
DRI,176.835,133.36,5.6,3.5728,2024-07-10 00:00:00.0,18.40094,2.76405,7.82349,1.55375,11.49246,21.1606,22.206,9.0219,10.4182,9.0474,10.4825,46.3771,7.6897,25.2761,0.12488,0.37528,0.0,71.2519,302.5596,286.8316,8.53,6.625,0.0,0.0,8.6023,8.6023,0.0,118862950.0,0.0,18630578783.0,18.86627,0.0,0.0,0.0,1.4,2024-08-01 00:00:00.0,1.29266,0.0,0.0,0.0,1233847,1172439,1304011,2024-06-20 00:00:00.0,4,8.53,767893,2024-11-01 00:00:00.0,2024-10-10 00:00:00.0,0.0
DVA,156.44,71.51,0.0,0.0,,16.37437,0.69641,18.62802,0.98567,5.1012,32.7936,32.9781,6.8636,6.9876,9.1474,9.4062,45.3327,6.8015,6.49002,1.05861,1.15765,0.0,76.1168,481.5026,442.6214,9.37929,91.067,0.0,0.0,4.5672,6.6933,0.0,83900000.0,0.0,12991915000.0,7.43879,0.0,0.0,0.0,0.0,,0.86751,0.0,0.0,0.0,648929,956534,800561,,0,7.42,460983,,,0.0
DAY,75.53,47.08,0.0,0.0,,232.73409,-0.97492,3.20142,4.76093,30.27516,48.8235,48.6888,2.886,-0.4252,2.886,-0.4252,1.9974,0.7995,1.26395,0.13751,1.10535,0.0,32.9869,50.0201,49.487,0.29871,-440.5312,0.0,0.0,21.4652,17.5623,0.0,158100000.0,0.0,9256755000.0,15.49312,0.0,0.0,0.0,0.0,,1.26722,0.0,0.0,0.0,1191241,1517012,1894897,,0,0.35,959286,,,0.0
DECK,1106.89,484.02,0.0,0.0,,30.25429,0.64122,11.86356,5.606,28.13954,56.5445,56.9457,18.2911,14.0092,18.2911,14.0092,41.8735,20.2864,37.30073,1.94089,2.86347,0.0,9.2434,12.6473,10.4125,31.38662,55.4614,0.0,0.0,18.2085,20.2976,0.0,25410572.0,0.0,24212209424.0,81.5902,0.0,0.0,0.0,0.0,,1.06437,0.0,0.0,0.0,233861,385923,349468,,0,29.16,178571,,,0.0
DE,423.3499,340.2001,5.88,1.56391,2024-06-28 00:00:00.0,12.8833,0.2269,4.60099,1.92895,8.84857,34.324,29.1286,14.6975,13.1843,14.6796,13.1614,35.4808,7.8051,25.71688,1.77967,2.0505,0.0,47.9663,284.4831,184.4226,29.33642,-13.0982,0.0,0.0,16.4735,-8.8102,0.0,275570318.0,0.0,103608928161.0,84.01457,0.0,0.0,0.0,1.47,2024-08-08 00:00:00.0,0.94012,0.0,0.0,0.0,1567207,1559144,1623199,2024-05-29 00:00:00.0,12,34.63,1107170,2024-09-09 00:00:00.0,2024-07-29 00:00:00.0,0.0
DAL,53.86,30.6,0.6,1.47023,2024-07-30 00:00:00.0,5.80938,0.02304,2.45608,0.50465,3.95918,21.8374,24.8048,7.4637,7.834,7.4637,7.834,43.8055,5.0279,11.10204,0.27977,0.40293,0.0,55.0591,209.1958,170.2405,6.95943,49.7437,0.0,0.0,14.7601,7.8409,0.0,641252759.0,0.0,26169525094.0,19.31532,0.0,0.0,0.0,0.15,2024-08-20 00:00:00.0,1.35292,0.0,0.0,0.0,5828977,9495171,8640048,2024-06-20 00:00:00.0,4,7.17,5348181,2024-11-20 00:00:00.0,2024-10-30 00:00:00.0,0.0
DVN,55.09,40.47,1.76,3.94177,2024-09-13 00:00:00.0,8.04986,-0.21492,2.3717,2.03258,4.32816,54.2983,54.4522,23.7423,22.7738,24.0338,23.0706,29.6913,11.9726,15.72872,0.90484,1.11373,0.0,31.0956,51.0802,46.9793,5.53923,-24.4346,0.0,0.0,-23.5575,-9.3702,0.0,626200000.0,0.0,27959830000.0,19.98567,0.0,0.0,0.0,0.22,2024-09-30 00:00:00.0,2.10554,0.0,0.0,0.0,5031939,7809900,6585433,2024-08-06 00:00:00.0,4,5.84,3767348,2024-12-30 00:00:00.0,2024-12-13 00:00:00.0,0.0
DXCM,142.0,62.34,0.0,0.0,,43.61197,0.97429,18.66301,11.23917,64.26773,62.735,62.4016,16.9487,14.2885,16.9487,14.2885,29.4131,6.2546,13.66011,2.39194,2.81524,0.0,51.1613,106.5727,105.6854,1.61607,86.9334,0.0,0.0,24.4862,23.0547,0.0,400726824.0,0.0,28948505765.0,6.07512,0.0,0.0,0.0,0.0,,1.15868,0.0,0.0,0.0,4151194,4052371,5221898,,0,1.30223,3458221,,,0.0
FANG,214.5,143.08,3.6,1.8489,2024-08-15 00:00:00.0,10.05825,-0.38523,2.04681,4.04227,4.96341,79.3579,73.218,39.3398,35.3015,41.9059,37.7056,21.342,9.6284,9.9682,3.62096,3.66168,0.0,39.4694,65.6339,65.3748,19.34432,0.7267,0.0,0.0,-12.3748,11.3404,0.0,178394452.0,0.0,34735183748.0,97.80585,0.0,0.0,0.0,0.9,2024-08-22 00:00:00.0,1.88922,0.0,0.0,0.0,1051347,1663356,1319936,2024-08-05 00:00:00.0,4,17.33899,876665,2024-11-22 00:00:00.0,2024-11-15 00:00:00.0,0.0
DLR,162.58,113.9355,4.88,3.24016,2024-09-13 00:00:00.0,43.72637,0.29766,2.50183,8.80305,19.94807,52.7098,53.83,20.992,6.0989,21.0794,5.6768,5.3883,0.9355,2.71195,1.53816,1.54007,0.0,43.1924,79.3707,77.4746,3.43294,181.637,0.0,0.0,16.436,4.7555,0.0,327411046.0,0.0,49311377638.0,60.77547,0.0,0.0,0.0,1.22,2024-09-30 00:00:00.0,0.60254,0.0,0.0,0.0,1239371,1891198,1511387,2024-08-07 00:00:00.0,4,2.9968,1076934,2024-12-30 00:00:00.0,2024-12-13 00:00:00.0,0.0
DFS,147.61,79.04,2.8,2.10005,2024-08-22 00:00:00.0,12.06185,-0.43518,2.1879,2.94707,3.3659,94.1746,95.6041,26.1107,40.2737,26.1107,40.2737,19.4432,2.0135,9.07871,1.11062,1.11089,0.0,46.0498,119.1697,100.9273,11.26693,-21.7863,0.0,0.0,-9.9872,3.6757,0.0,251071540.0,0.0,33475368428.0,59.78789,0.0,0.0,0.0,0.7,2024-09-05 00:00:00.0,1.43001,0.0,0.0,0.0,1077519,1876832,1279757,2024-07-17 00:00:00.0,4,11.25591,542962,2024-12-05 00:00:00.0,2024-11-22 00:00:00.0,0.0
DG,168.07,101.09,2.36,1.88619,2024-07-09 00:00:00.0,18.05382,-0.56194,4.3189,0.76883,10.96839,29.941,30.1809,3.8464,3.6646,3.8464,3.6646,23.3499,4.6417,10.28012,0.11377,1.21908,0.0,63.473,258.8763,227.7899,6.85949,-35.4233,0.0,0.0,2.2374,2.1501,0.0,219894652.0,0.0,27513218858.0,31.83448,0.0,0.0,0.0,0.59,2024-07-23 00:00:00.0,0.43114,0.0,0.0,0.0,2003237,2971846,2553600,2024-05-28 00:00:00.0,4,7.55,2507936,2024-10-23 00:00:00.0,2024-10-09 00:00:00.0,0.0
DLTR,151.215,91.4,0.0,0.0,,-20.71196,0.1301,3.56897,0.85404,13.64167,30.8525,30.8418,-3.2261,3.9317,-3.2261,3.9317,-12.3031,4.884,-8.49373,0.13004,1.27877,0.0,50.0498,141.5294,120.885,-4.56065,-173.7534,0.0,0.0,8.0196,7.5119,0.0,214944000.0,0.0,20505657600.0,33.82772,0.0,0.0,0.0,0.0,,0.88548,0.0,0.0,0.0,2343353,2602283,2813216,,0,-4.55,3161699,,,0.0
D,57.6,39.18,2.67,4.7653,2024-08-30 00:00:00.0,23.46868,0.04453,1.5981,2.83795,6.00532,48.05,47.6764,11.5889,16.4084,14.4724,14.0849,7.5422,2.4548,1.86739,0.22884,0.93447,0.0,53.8393,156.3402,138.012,2.39255,9.3288,0.0,0.0,3.2644,-2.3828,0.0,838938399.0,0.0,47005718495.0,30.6615,0.0,0.0,0.0,0.6675,2024-09-20 00:00:00.0,0.5872,0.0,0.0,0.0,2773891,5071895,3693977,2024-07-31 00:00:00.0,4,2.48,2295928,2024-12-20 00:00:00.0,2024-12-02 00:00:00.0,0.0
DPZ,542.7499,330.05,6.04,1.44356,2024-09-13 00:00:00.0,25.58205,1.70331,-4.68418,3.94053,23.89947,28.4398,28.4289,12.4171,12.9337,12.4171,12.9337,-14.2167,30.8974,49.95421,1.12176,1.9418,0.0,393.4099,-133.6887,-132.535,16.26492,22.7711,0.0,0.0,-1.274,2.2808,0.0,34969972.0,0.0,14633122386.0,-111.31295,0.0,0.0,0.0,1.51,2024-09-30 00:00:00.0,0.875,0.0,0.0,0.0,659636,603990,662831,2024-07-16 00:00:00.0,4,14.66,565606,2024-12-30 00:00:00.0,2024-12-13 00:00:00.0,0.0
DOV,192.31,127.25,2.06,1.12883,2024-08-30 00:00:00.0,16.95095,18.09525,4.62453,2.94149,16.51257,37.3561,37.9561,17.5831,12.9379,17.5831,12.9379,29.9241,8.1251,16.56001,0.89308,1.53033,0.0,34.6914,59.1276,55.2036,10.72742,48.6646,0.0,0.0,-0.8223,0.6446,0.0,137457619.0,0.0,25084640891.0,39.02019,0.0,0.0,0.0,0.515,2024-09-16 00:00:00.0,1.22193,0.0,0.0,0.0,557942,917238,957843,2024-08-02 00:00:00.0,4,7.52,425420,2024-12-16 00:00:00.0,2024-12-02 00:00:00.0,0.0
DOW,60.69,47.26,2.8,5.20736,2024-08-30 00:00:00.0,33.01354,-0.75861,2.02991,0.86785,9.37514,11.7775,12.13,2.6771,4.0219,2.8537,4.196,6.2479,2.7841,2.4864,0.87398,1.75136,0.0,46.5894,94.6382,90.6808,1.62085,-33.0285,0.0,0.0,-21.581,-12.6186,0.0,700921028.0,0.0,37688523675.0,26.13419,0.0,0.0,0.0,0.7,2024-09-13 00:00:00.0,1.23578,0.0,0.0,0.0,3544933,4363289,4246793,2024-08-14 00:00:00.0,4,0.81904,3650096,2024-12-13 00:00:00.0,2024-12-02 00:00:00.0,0.0
DHI,193.63,100.08,1.2,0.63986,2024-08-01 00:00:00.0,12.59759,-0.83962,1.87118,1.25543,7.27586,24.9246,25.1442,13.3574,13.5825,13.4887,13.715,21.3058,11.9156,16.44667,0.65045,6.48651,0.0,11.4872,22.913,14.1192,14.88936,5.7704,0.0,0.0,5.9151,7.8246,0.0,325838796.0,0.0,61107807801.0,75.31613,0.0,0.0,0.0,0.3,2024-08-08 00:00:00.0,1.71033,0.0,0.0,0.0,2116903,2573121,2595613,2024-07-18 00:00:00.0,4,13.82,1458165,2024-11-08 00:00:00.0,2024-11-01 00:00:00.0,0.0
DTE,126.76,90.14,4.08,3.29351,2024-09-16 00:00:00.0,18.59875,0.82098,2.06927,1.84464,7.06048,35.2746,36.5913,11.1801,11.2,11.1801,11.2,12.8351,3.0667,3.35066,0.43522,0.69402,0.0,56.5959,208.8912,174.82,6.68862,4.25,0.0,0.0,-33.7165,-23.4281,0.0,207020080.0,0.0,25645647510.0,53.64697,0.0,0.0,0.0,1.02,2024-10-15 00:00:00.0,0.66729,0.0,0.0,0.0,832174,1207017,980487,2024-06-20 00:00:00.0,4,6.76,549307,2025-01-15 00:00:00.0,2024-12-16 00:00:00.0,0.0
DUK,116.67,83.06,4.18,3.73548,2024-08-16 00:00:00.0,19.37778,1.89581,1.62064,2.61321,7.77086,49.8563,49.4422,14.5145,12.5488,15.8595,12.981,9.213,2.7053,2.57825,0.32709,0.81107,0.0,57.6568,164.1026,152.2733,5.81594,20.5457,0.0,0.0,0.9993,3.4722,0.0,772201706.0,0.0,86409370901.0,61.84585,0.0,0.0,0.0,1.045,2024-09-16 00:00:00.0,0.44012,0.0,0.0,0.0,2798562,3141135,2886064,2024-07-15 00:00:00.0,4,5.42672,2136530,2024-12-16 00:00:00.0,2024-11-18 00:00:00.0,0.0
DD,85.12,61.14,1.52,1.84265,2024-08-30 00:00:00.0,112.26891,-1.6209,1.44002,2.87402,16.696,36.0424,37.023,5.5067,5.6133,2.9026,5.5502,1.3911,2.7747,1.98701,1.35822,2.21213,0.0,24.2722,32.5576,32.1747,0.73511,-63.6943,0.0,0.0,-7.2905,-3.79,0.0,417663694.0,0.0,34453078118.0,55.8952,0.0,0.0,0.0,0.38,2024-09-16 00:00:00.0,1.33159,0.0,0.0,0.0,1488745,2677908,2089892,2024-06-27 00:00:00.0,4,1.09,2170325,2024-12-16 00:00:00.0,2024-12-02 00:00:00.0,0.0
EMN,105.98,68.89,3.24,3.22004,2024-09-16 00:00:00.0,13.46076,0.75134,2.03374,1.26225,10.5786,22.7287,25.3491,9.6534,9.7333,9.6862,9.7757,16.0347,4.5556,7.21995,0.67822,1.40168,0.0,40.2953,90.121,76.6099,7.43346,26.5347,0.0,0.0,-12.949,-6.8344,0.0,116809604.0,0.0,11753382354.0,48.17241,0.0,0.0,0.0,0.81,2024-10-07 00:00:00.0,1.4738,0.0,0.0,0.0,543963,937282,868758,2024-08-01 00:00:00.0,4,7.49,410675,2025-01-07 00:00:00.0,2024-12-16 00:00:00.0,0.0
ETN,345.19,191.82,3.76,1.27014,2024-08-05 00:00:00.0,32.30417,1.2091,6.49484,5.18968,25.47344,37.5269,37.9527,15.1201,15.6377,15.1367,15.6535,19.6224,7.1943,11.979,0.98202,1.55813,0.0,30.9644,54.4977,47.8394,9.08861,34.2377,0.0,0.0,11.7771,9.4933,0.0,398100000.0,0.0,117849543000.0,48.27681,0.0,0.0,0.0,0.94,2024-08-23 00:00:00.0,1.0116,0.0,0.0,0.0,1874312,2099938,2472071,2024-07-24 00:00:00.0,4,8.02,1711691,2024-11-25 00:00:00.0,2024-11-05 00:00:00.0,0.0
EBAY,59.85,37.17,1.08,1.8191,2024-08-30 00:00:00.0,11.10579,-0.03451,4.8032,2.7229,9.17405,72.0314,71.423,26.4082,8.7091,26.4867,8.7869,50.0138,6.7746,19.14349,1.10743,1.25349,0.0,47.4821,148.0,117.7556,5.20269,110.5834,0.0,0.0,3.2363,2.515,0.0,489000000.0,0.0,29031930000.0,11.18421,0.0,0.0,0.0,0.27,2024-09-13 00:00:00.0,1.30651,0.0,0.0,0.0,3916665,5801829,4603108,2024-07-31 00:00:00.0,4,5.21,4134243,2024-12-13 00:00:00.0,2024-12-02 00:00:00.0,0.0
ECL,250.89,156.72,2.28,0.91695,2024-09-17 00:00:00.0,41.88727,2.00533,8.17144,4.34161,25.13439,42.6225,43.7929,10.9516,12.3162,11.0769,12.419,21.7995,7.2967,10.05786,0.89053,1.49504,0.0,48.5739,97.6817,96.0218,5.95909,44.9469,0.0,0.0,7.9815,5.8926,0.0,284537616.0,0.0,70750278218.0,29.12585,0.0,0.0,0.0,0.57,2024-10-15 00:00:00.0,1.11939,0.0,0.0,0.0,756508,1103145,1098726,2024-08-01 00:00:00.0,4,4.79,750367,2025-01-15 00:00:00.0,2024-12-17 00:00:00.0,0.0
EIX,85.96,58.82,3.12,3.68011,2024-07-08 00:00:00.0,34.106,0.29071,2.01218,1.63922,6.71918,59.327,41.9049,5.7127,10.1245,5.7127,10.1245,5.4046,2.9544,1.23355,0.42204,1.02876,0.0,61.72,209.8891,191.2637,2.49223,0.5204,0.0,0.0,-5.122,-2.0497,0.0,386176746.0,0.0,32740064525.0,35.68768,0.0,0.0,0.0,0.78,2024-07-31 00:00:00.0,0.91841,0.0,0.0,0.0,1294436,2034376,1811036,2024-06-26 00:00:00.0,4,3.11169,881568,2024-10-31 00:00:00.0,2024-10-08 00:00:00.0,0.0
EW,96.12,58.93,0.0,0.0,,27.00906,-5.20954,7.48036,8.99224,32.52997,76.3796,79.414,23.7412,26.4304,24.7582,26.4376,22.0212,12.2792,17.05651,2.32062,3.71076,0.0,8.1914,9.2343,8.9478,2.54174,20.3458,0.0,0.0,11.5636,19.3039,0.0,602400000.0,0.0,41945112000.0,12.34833,0.0,0.0,0.0,0.0,,1.11078,0.0,0.0,0.0,4919136,4189916,4983204,,0,2.3,4280643,,,0.0
EA,153.505,117.47,0.76,0.50937,2024-08-28 00:00:00.0,35.15629,0.5079,4.99202,5.12608,15.28848,78.2406,84.1566,15.7714,16.8674,15.7714,16.8674,15.6237,7.1391,11.3176,1.29619,1.4534,0.0,22.0552,29.527,28.5675,4.24732,31.6106,0.0,0.0,1.8314,-3.7585,0.0,264199931.0,0.0,39419950704.0,27.91052,0.0,0.0,0.0,0.19,2024-09-18 00:00:00.0,0.7878,0.0,0.0,0.0,1449261,2076339,2138000,2024-07-30 00:00:00.0,4,4.68,1395836,2024-12-18 00:00:00.0,2024-11-29 00:00:00.0,0.0
ELV,555.355,431.38,6.52,1.18885,2024-09-10 00:00:00.0,19.35628,5.57813,2.97832,0.73712,12.94102,28.3375,29.9546,3.8964,5.2696,3.8906,5.2719,16.5763,5.9344,9.4189,1.32165,1.48935,0.0,35.0956,65.4561,58.0679,28.47087,8.3537,0.0,0.0,9.4132,3.6224,0.0,231885874.0,0.0,127173169877.0,181.93455,0.0,0.0,0.0,1.63,2024-09-25 00:00:00.0,0.84656,0.0,0.0,0.0,631806,1045175,1020018,2024-07-16 00:00:00.0,4,25.22,459139,2024-12-26 00:00:00.0,2024-12-10 00:00:00.0,0.0
EMR,119.53,83.1,2.1,2.02195,2024-08-16 00:00:00.0,35.08588,1.59138,3.02955,3.71091,67.05021,51.6241,52.831,10.1161,7.5114,10.1338,8.3789,6.4744,4.1068,3.95656,0.78991,1.16175,0.0,20.3502,40.3402,28.5596,2.96159,-13.3821,0.0,0.0,9.8594,13.336,0.0,572100000.0,0.0,59418306000.0,36.36189,0.0,0.0,0.0,0.525,2024-09-10 00:00:00.0,1.31512,0.0,0.0,0.0,2572562,2770632,2575786,2024-08-07 00:00:00.0,4,3.72,1586559,2024-12-10 00:00:00.0,2024-11-18 00:00:00.0,0.0
ENPH,141.63,73.49,0.0,0.0,,132.87983,3.54379,15.26284,9.54211,26.51471,43.5389,37.1932,9.1244,3.5698,9.1244,3.5698,13.958,1.8535,5.02391,3.71128,4.23247,0.0,55.1996,149.3852,137.6597,0.93054,-76.5606,0.0,0.0,-1.719,-49.2062,0.0,135422159.0,0.0,16593277142.0,6.53286,0.0,0.0,0.0,0.0,,1.70472,0.0,0.0,0.0,1969083,4307401,3673451,,0,3.08123,1997652,,,0.0
ETR,123.61,87.1,4.52,3.79577,2024-08-13 00:00:00.0,14.3049,0.10089,1.57042,1.88456,5.43143,45.6358,50.4571,14.7371,1.6563,14.7371,1.6563,12.4863,2.5166,3.12702,0.5351,0.93802,0.0,60.2523,192.9426,176.5047,8.3391,27.4265,0.0,0.0,-11.7466,-9.3829,0.0,213830846.0,0.0,25462977141.0,68.13444,0.0,0.0,0.0,1.13,2024-09-03 00:00:00.0,0.70584,0.0,0.0,0.0,1541635,1549938,1613382,2024-07-26 00:00:00.0,4,11.1,1116182,2024-12-03 00:00:00.0,2024-11-13 00:00:00.0,0.0
