symbol,high52,low52,dividendAmount,dividendYield,dividendDate,peRatio,pegRatio,pbRatio,prRatio,pcfRatio,grossMarginTTM,grossMarginMRQ,netProfitMarginTTM,netProfitMarginMRQ,operatingMarginTTM,operatingMarginMRQ,returnOnEquity,returnOnAssets,returnOnInvestment,quickRatio,currentRatio,interestCoverage,totalDebtToCapital,ltDebtToEquity,totalDebtToEquity,epsTTM,epsChangePercentTTM,epsChangeYear,epsChange,revChangeYear,revChangeTTM,revChangeIn,sharesOutstanding,marketCapFloat,marketCap,bookValuePerShare,shortIntToFloat,shortIntDayToCover,divGrowthRate3Year,dividendPayAmount,dividendPayDate,beta,vol1DayAvg,vol10DayAvg,vol3MonthAvg,avg10DaysVolume,avg1DayVolume,avg3MonthVolume,declarationDate,dividendFreq,eps,dtnVolume,nextDividendPayDate,nextDividendDate,fundLeverageFactor
PSX,174.08,107.851,4.6,3.42313,2024-08-20 00:00:00.0,11.5179,-0.26091,2.00609,0.40281,6.77647,10.9744,9.1819,3.3716,2.662,3.4302,2.6751,16.9214,4.7677,8.66314,0.72963,1.14476,0.0,34.042,65.4276,56.3149,11.71828,-49.569,0.0,0.0,-13.2897,-1.8531,0.0,418569183.0,0.0,56247326811.0,70.37068,0.0,0.0,0.0,1.15,2024-09-03 00:00:00.0,1.32859,0.0,0.0,0.0,2106117,2792207,2352864,2024-07-10 00:00:00.0,4,15.47848,1505354,2024-12-03 00:00:00.0,2024-11-20 00:00:00.0,0.0
PNW,89.39,65.2,3.52,4.0736,2024-08-01 00:00:00.0,16.08702,5.60856,1.39709,1.77404,5.9053,41.786,45.8028,12.6554,15.5695,13.0077,15.8985,10.2656,2.5561,2.91621,0.27869,0.65829,0.0,54.6113,177.4779,151.5342,5.40933,51.6065,0.0,0.0,8.5932,7.5716,0.0,113611506.0,0.0,9817170233.0,54.67065,0.0,0.0,0.0,0.88,2024-09-03 00:00:00.0,0.50412,0.0,0.0,0.0,625435,1040279,971684,2024-06-19 00:00:00.0,4,4.41,479785,2024-12-03 00:00:00.0,2024-11-01 00:00:00.0,0.0
PNC,183.26,109.4,6.4,3.57243,2024-07-15 00:00:00.0,15.24667,-1.80865,1.33225,3.05259,8.76798,0.0,0.0,25.5257,28.1877,25.8542,28.5355,10.3384,0.9462,4.17797,0.0,0.0,0.0,0.0,0.0,0.0,11.9226,-18.266,0.0,0.0,0.5086,-3.6784,0.0,397496265.0,0.0,71211455874.0,116.70498,0.0,0.0,0.0,1.6,2024-08-05 00:00:00.0,1.14371,0.0,0.0,0.0,1397602,1988698,1811100,2024-07-02 00:00:00.0,4,12.78304,1335678,2024-11-05 00:00:00.0,2024-10-15 00:00:00.0,0.0
POOL,422.73,293.51,4.8,1.36395,2024-08-15 00:00:00.0,29.44724,-0.93371,8.26554,2.19603,25.85389,29.6421,29.9551,8.5804,10.8735,8.5804,10.8735,31.9619,11.1749,17.59653,0.84003,2.48437,0.0,45.3806,100.9287,91.1828,11.87293,-21.3025,0.0,0.0,-10.3263,-7.0532,0.0,38257928.0,0.0,13463730021.0,37.18209,0.0,0.0,0.0,1.2,2024-08-29 00:00:00.0,0.99738,0.0,0.0,0.0,213067,362985,428182,2024-07-30 00:00:00.0,4,13.35,188112,2024-11-29 00:00:00.0,2024-11-15 00:00:00.0,0.0
PPG,151.16,118.07,2.72,2.13988,2024-08-12 00:00:00.0,20.93588,1.00692,3.7814,1.63875,16.83062,42.4498,42.9703,7.9783,11.0137,8.2048,11.2015,18.8727,6.5166,9.05045,0.96574,1.48976,0.0,42.1281,90.9125,80.4279,6.09671,9.4207,0.0,0.0,3.365,1.0834,0.0,233300000.0,0.0,29654763000.0,33.2919,0.0,0.0,0.0,0.68,2024-09-12 00:00:00.0,1.25636,0.0,0.0,0.0,1173636,1592094,1523121,2024-07-18 00:00:00.0,4,5.35,936726,2024-12-12 00:00:00.0,2024-11-12 00:00:00.0,0.0
PPL,32.12,22.2,1.03,3.24614,2024-09-10 00:00:00.0,28.10271,7.65852,1.45035,2.46863,8.57976,42.8381,44.0723,10.1707,10.101,10.1707,10.101,5.9948,3.1068,2.2309,0.66839,1.11252,0.0,52.248,115.2221,112.4493,1.13014,16.4965,0.0,0.0,5.1885,-4.6526,0.0,737773304.0,0.0,23409546935.0,19.06441,0.0,0.0,0.0,0.2575,2024-10-01 00:00:00.0,0.82897,0.0,0.0,0.0,4073715,5386707,4746508,2024-08-23 00:00:00.0,4,1.0,3797545,2025-01-01 00:00:00.0,2024-12-10 00:00:00.0,0.0
PFG,88.26,66.21,2.88,3.62492,2024-09-05 00:00:00.0,15.29511,-0.36193,1.65466,1.18876,10.73703,43.6532,40.9251,8.0499,8.191,8.3028,8.2768,11.8194,0.3274,0.43646,0.50197,1.52837,0.0,25.1204,38.0808,34.6864,5.2422,-15.7983,0.0,0.0,-22.0705,10.6073,0.0,231583716.0,0.0,18399326236.0,47.4116,0.0,0.0,0.0,0.72,2024-09-27 00:00:00.0,1.20659,0.0,0.0,0.0,1142604,1153628,1208904,2024-07-24 00:00:00.0,4,2.55,763265,2024-12-27 00:00:00.0,2024-12-05 00:00:00.0,0.0
PG,171.89,141.45,4.026,2.37873,2024-07-19 00:00:00.0,28.08651,13.90568,7.85493,4.63151,19.1908,51.689,50.0584,17.7048,15.2785,17.8179,15.3126,30.6771,10.7669,16.8878,0.46391,0.7348,0.0,31.1569,66.7055,51.9403,6.01926,2.0352,0.0,0.0,2.479,2.479,0.0,2349707742.0,0.0,397688035333.0,20.99573,0.0,0.0,0.0,1.0065,2024-08-15 00:00:00.0,0.3997,0.0,0.0,0.0,5288787,6463247,6478434,2024-07-09 00:00:00.0,4,6.01926,4456635,2024-11-15 00:00:00.0,2024-10-21 00:00:00.0,0.0
PGR,248.34,130.27,0.4,0.16289,2024-10-03 00:00:00.0,53.27468,0.07096,5.63991,5.32859,23.01511,16.1484,11.2776,12.0275,8.0471,12.0275,8.0471,29.9169,5.4171,9.64947,0.23654,0.31119,0.0,24.1613,31.8589,31.8589,4.66,592.6909,0.0,0.0,25.2002,24.9251,0.0,585666665.0,0.0,143822162924.0,39.8527,0.0,0.0,0.0,0.1,2024-10-11 00:00:00.0,0.35554,0.0,0.0,0.0,2210921,2471179,2497526,2024-08-05 00:00:00.0,4,4.66,2883306,2025-01-13 00:00:00.0,2025-01-03 00:00:00.0,0.0
PLD,137.52,96.64,3.84,2.97813,2024-06-17 00:00:00.0,41.80902,-1.73129,1.95164,12.82199,23.60184,74.876,75.5592,34.8666,40.8165,37.2321,43.1931,5.2022,2.0453,2.95093,0.33801,0.6948,0.0,34.3853,52.6822,52.5004,3.03523,-18.3472,0.0,0.0,32.558,1.0136,0.0,925911000.0,0.0,119386964340.0,57.54646,0.0,0.0,0.0,0.96,2024-06-28 00:00:00.0,1.07223,0.0,0.0,0.0,2376355,3564914,3751166,2024-05-09 00:00:00.0,4,3.28978,2042750,2024-09-30 00:00:00.0,2024-09-17 00:00:00.0,0.0
PRU,128.525,87.95,5.2,4.40977,2024-08-20 00:00:00.0,15.24202,-0.07001,1.49623,0.68254,5.04802,27.3516,30.518,4.6111,8.0494,4.6208,7.868,9.5936,0.32,0.42737,0.68655,0.77878,0.0,31.4836,116.5719,68.1846,7.79293,59.8338,0.0,0.0,-1.1066,-0.0825,0.0,357700000.0,0.0,42179984000.0,78.32328,0.0,0.0,0.0,1.3,2024-09-12 00:00:00.0,1.32635,0.0,0.0,0.0,1531065,1519732,1499591,2024-08-06 00:00:00.0,4,6.74,1069391,2024-12-12 00:00:00.0,2024-11-20 00:00:00.0,0.0
PEG,81.89,53.71,2.4,2.97804,2024-09-09 00:00:00.0,24.4,0.106,2.31943,3.58644,12.18596,35.8356,35.782,16.1167,17.9116,16.1167,17.9116,10.694,2.7959,3.52891,0.31858,0.64619,0.0,49.7057,136.2613,117.4355,3.3,-40.6804,0.0,0.0,14.6632,-11.5906,0.0,498161668.0,0.0,40146848824.0,31.7751,0.0,0.0,0.0,0.6,2024-09-30 00:00:00.0,0.61003,0.0,0.0,0.0,1871659,2843461,2761205,2024-07-15 00:00:00.0,4,5.13,2201881,2024-12-30 00:00:00.0,2024-12-09 00:00:00.0,0.0
PTC,194.24,134.6122,0.0,0.0,,70.91094,-3.83632,7.23437,9.77332,27.86197,79.8134,78.4212,13.3156,13.2998,13.3156,13.2998,10.5253,5.2561,6.68569,0.58799,0.69573,0.0,28.966,66.0577,48.1003,2.45209,-4.8838,0.0,0.0,8.4674,7.7822,0.0,120135231.0,0.0,21151008769.0,25.11207,0.0,0.0,0.0,0.0,,1.18189,0.0,0.0,0.0,566668,795801,811302,,0,2.06,1092255,,,0.0
PSA,343.47,233.18,12.0,3.50273,2024-09-13 00:00:00.0,31.93745,-0.58014,9.39697,10.83855,16.5809,73.8561,74.2346,44.6373,43.9205,44.8901,44.1818,20.954,7.5448,10.77515,0.92759,0.98095,0.0,48.9504,95.8879,95.8879,10.66992,-53.8194,0.0,0.0,7.2061,5.3776,0.0,175018425.0,0.0,59959562220.0,30.61092,0.0,0.0,0.0,3.0,2024-09-30 00:00:00.0,0.63772,0.0,0.0,0.0,583258,774551,718832,2024-08-01 00:00:00.0,4,11.06,575999,2024-12-30 00:00:00.0,2024-12-13 00:00:00.0,0.0
PHM,136.47,68.8,0.8,0.608,2024-06-18 00:00:00.0,10.00777,1.76912,2.03962,1.39528,7.89059,29.7752,30.3058,16.751,17.5911,16.751,17.5911,26.9676,14.3087,20.14382,0.57646,5.96447,0.0,12.7551,20.2763,15.3414,13.10082,8.3644,0.0,0.0,0.3661,0.6446,0.0,207524033.0,0.0,27306012262.0,53.98053,0.0,0.0,0.0,0.2,2024-07-02 00:00:00.0,1.6149,0.0,0.0,0.0,1658929,1982203,1954446,2024-05-06 00:00:00.0,4,11.7241,1149427,2024-10-02 00:00:00.0,2024-09-18 00:00:00.0,0.0
QRVO,130.99,80.62,0.0,0.0,,-410.30702,0.90606,3.16081,2.80455,16.21702,39.8618,37.4777,-0.6573,0.0466,-0.6573,0.0466,-0.7214,4.2371,-0.50217,1.25139,1.95488,0.0,28.4404,56.2526,44.439,-0.2736,195.3983,0.0,0.0,5.6061,25.7379,0.0,94861346.0,0.0,10782889199.0,36.71211,0.0,0.0,0.0,0.0,,1.4607,0.0,0.0,0.0,1053801,1324223,1407515,,0,-0.72083,881121,,,0.0
PWR,286.87,153.74,0.36,0.13316,2024-07-01 00:00:00.0,50.50705,1.07113,5.66565,1.68245,20.70851,13.9558,14.5025,3.587,3.3633,3.6544,3.4299,13.0805,4.6877,7.71912,1.16203,1.29563,0.0,30.6171,58.0103,48.3783,5.29629,35.4274,0.0,0.0,22.3048,20.0348,0.0,147329779.0,0.0,39832079050.0,44.84742,0.0,0.0,0.0,0.09,2024-07-12 00:00:00.0,1.03144,0.0,0.0,0.0,565539,1007312,924558,2024-05-24 00:00:00.0,4,5.0,448646,2024-10-14 00:00:00.0,2024-10-01 00:00:00.0,0.0
QCOM,230.63,104.333,3.4,1.95481,2024-09-05 00:00:00.0,21.97067,-0.60656,9.61425,6.35189,11.84894,55.8944,55.5626,23.3259,22.6658,23.6257,22.4422,38.9236,12.0843,20.26329,1.63948,2.39376,0.0,33.6273,58.9947,53.4657,7.82179,2.367,0.0,0.0,-18.9593,-3.2009,0.0,1114000000.0,0.0,193758020000.0,22.10573,0.0,0.0,0.0,0.85,2024-09-26 00:00:00.0,1.27208,0.0,0.0,0.0,7013953,8912979,10024696,2024-07-17 00:00:00.0,4,6.52,6498782,2024-12-26 00:00:00.0,2024-12-05 00:00:00.0,0.0
DGX,155.29,119.59,3.0,1.95313,2024-10-04 00:00:00.0,20.90577,-3.41172,2.29616,1.63301,10.89807,33.0087,33.7088,8.9878,9.5536,9.5227,10.0125,13.5888,6.125,7.3723,0.79026,1.00249,0.0,36.5643,75.5456,64.187,7.40848,7.6433,0.0,0.0,-6.3848,-1.4967,0.0,111317208.0,0.0,17098323148.0,59.61261,0.0,0.0,0.0,0.75,2024-10-21 00:00:00.0,0.88061,0.0,0.0,0.0,552808,940270,862179,2024-08-14 00:00:00.0,4,7.49,494545,2025-01-21 00:00:00.0,2025-01-06 00:00:00.0,0.0
RL,192.0299,108.6,3.3,1.9136,2024-06-28 00:00:00.0,16.34542,0.62722,4.61502,1.69935,12.82283,67.1405,70.48,10.2721,11.1493,10.2721,11.1493,28.4026,7.5105,18.19345,1.42825,2.19109,0.0,48.069,113.3164,102.539,10.36804,32.6174,0.0,0.0,2.9145,3.0638,0.0,40058102.0,0.0,10681445736.0,37.93269,0.0,0.0,0.0,0.825,2024-07-12 00:00:00.0,1.53069,0.0,0.0,0.0,759708,878128,840879,2024-05-23 00:00:00.0,4,9.71,399973,2024-10-14 00:00:00.0,2024-09-30 00:00:00.0,0.0
RJF,131.19,91.67,1.8,1.52957,2024-10-01 00:00:00.0,13.28621,1.04785,2.28557,2.08718,9.41615,93.4156,93.3684,15.4258,15.2463,15.4258,15.2463,17.9992,2.401,3.86973,2.131,2.14456,0.0,22.2317,45.9159,32.4396,8.8701,11.8269,0.0,0.0,6.3083,9.5136,0.0,205943440.0,0.0,24235424019.0,54.08278,0.0,0.0,0.0,0.45,2024-10-15 00:00:00.0,1.03293,0.0,0.0,0.0,809504,1050548,1278836,2024-08-21 00:00:00.0,4,7.97,638919,2025-01-15 00:00:00.0,2025-01-01 00:00:00.0,0.0
RTX,121.35,68.555,2.52,2.10896,2024-08-16 00:00:00.0,72.86366,-1.45963,2.26667,1.88714,18.84165,16.3828,18.1532,3.1235,0.5628,3.3942,0.8873,3.6477,1.9148,2.01468,0.60212,0.99314,0.0,40.0184,71.7951,68.7496,1.65844,-56.0284,0.0,0.0,2.7521,2.6128,0.0,1328077766.0,0.0,158692012259.0,44.28968,0.0,0.0,0.0,0.63,2024-09-05 00:00:00.0,0.54454,0.0,0.0,0.0,4881096,8120332,6255330,2024-06-03 00:00:00.0,4,2.23,4101156,2024-12-05 00:00:00.0,2024-11-18 00:00:00.0,0.0
O,62.41,45.035,3.156,5.07804,2024-09-03 00:00:00.0,58.23282,-4.35083,1.19223,8.78799,14.27474,92.7492,92.5566,17.8802,19.3362,17.9851,19.4538,2.4165,2.1081,1.29642,1.04786,1.36109,0.0,37.397,67.0036,62.4544,1.06452,-20.4042,0.0,0.0,22.303,27.8829,0.0,870867608.0,0.0,54124421837.0,44.30371,0.0,0.0,0.0,0.263,2024-09-13 00:00:00.0,0.97043,0.0,0.0,0.0,4006186,6206911,5052270,2024-08-15 00:00:00.0,12,1.26,3495151,2024-10-14 00:00:00.0,2024-10-03 00:00:00.0,0.0
REG,71.97,56.29,2.68,3.76035,2024-09-12 00:00:00.0,34.34476,-1.27459,1.71363,7.78469,16.01236,70.8804,71.5965,26.9279,27.7808,27.5349,28.3926,6.131,2.8994,3.30395,0.74866,0.97109,0.0,39.3241,66.1869,65.3516,2.08649,-2.457,0.0,0.0,7.7687,13.5623,0.0,181028626.0,0.0,12901910175.0,36.29727,0.0,0.0,0.0,0.67,2024-10-03 00:00:00.0,1.21594,0.0,0.0,0.0,849251,1081695,1007664,2024-07-31 00:00:00.0,4,2.04,891670,2025-01-03 00:00:00.0,2024-12-12 00:00:00.0,0.0
REGN,1211.2,769.19,0.0,0.0,,31.75015,-3.82137,4.02067,8.3527,19.98966,53.2719,83.0114,32.0384,40.3794,32.0384,40.3794,16.5507,7.6146,13.87932,4.42516,5.43852,0.0,8.7468,9.5852,9.5852,37.77274,-0.128,0.0,0.0,7.7573,6.4581,0.0,106117383.0,0.0,129711399571.0,261.40686,0.0,0.0,0.0,0.0,,0.12837,0.0,0.0,0.0,393616,473825,452434,,0,34.77,295503,,,0.0
RF,23.15,13.715,1.0,4.39367,2024-09-03 00:00:00.0,12.91788,-1.44859,1.18206,2.81703,6.29413,0.0,0.0,26.5513,30.755,26.5513,30.755,10.3357,1.13,7.53077,0.0,0.0,0.0,0.0,0.0,0.0,1.77893,-24.3001,0.0,0.0,1.8569,-8.7751,0.0,915124878.0,0.0,20828242223.0,16.95341,0.0,0.0,0.0,0.25,2024-10-01 00:00:00.0,1.19873,0.0,0.0,0.0,6362858,8443788,7732435,2024-07-17 00:00:00.0,4,2.11,4990420,2025-01-01 00:00:00.0,2024-12-03 00:00:00.0,0.0
RSG,208.62,140.23,2.32,1.12094,2024-10-02 00:00:00.0,34.72914,2.27355,5.54495,3.93669,14.0695,41.9443,41.1413,12.1093,12.6358,12.1125,12.6457,17.7794,6.1014,6.96833,0.5367,0.58666,0.0,48.3951,119.9449,106.4426,5.97049,20.1297,0.0,0.0,10.7554,7.8471,0.0,314068287.0,0.0,65002713360.0,35.04809,0.0,0.0,0.0,0.58,2024-10-15 00:00:00.0,0.69948,0.0,0.0,0.0,563217,1170367,1161343,2024-07-24 00:00:00.0,4,5.47,575049,2025-01-15 00:00:00.0,2025-01-02 00:00:00.0,0.0
RMD,246.8,132.24,2.12,0.87513,2024-08-15 00:00:00.0,35.07081,2.39484,5.78116,6.00661,20.74697,57.3766,59.1495,21.7905,23.8912,21.7905,23.8912,22.703,12.6991,17.54122,1.18117,2.58904,0.0,14.6176,17.9672,17.244,6.92,13.6288,0.0,0.0,10.9473,10.9473,0.0,146932119.0,0.0,35594305827.0,33.11102,0.0,0.0,0.0,0.53,2024-09-19 00:00:00.0,0.66355,0.0,0.0,0.0,857538,1177404,1103226,2024-08-01 00:00:00.0,4,6.92,1895945,2024-12-19 00:00:00.0,2024-11-15 00:00:00.0,0.0
RVTY,128.15,79.5,0.28,0.22868,2024-10-18 00:00:00.0,75.92346,-1.30428,1.64369,4.78282,28.24469,55.2589,55.7343,6.2561,8.0036,7.2865,10.4969,2.5074,1.5936,1.43733,1.83568,2.27242,0.0,27.6869,50.7876,41.7484,1.59753,-19.6608,0.0,0.0,-16.9469,-4.5367,0.0,123336708.0,0.0,15101346527.0,63.79543,0.0,0.0,0.0,0.07,2024-11-08 00:00:00.0,1.05314,0.0,0.0,0.0,516505,843124,853862,2024-07-25 00:00:00.0,4,1.43943,542033,2025-02-10 00:00:00.0,2025-01-20 00:00:00.0,0.0
ROK,317.74,242.81,5.0,1.89883,2024-08-12 00:00:00.0,29.75392,0.44927,9.3921,3.58049,21.95616,39.8277,39.8907,11.5598,11.3137,10.4053,11.2698,25.6764,8.1796,14.22612,0.60223,1.0352,0.0,38.0032,117.2289,82.554,8.80321,-28.1704,0.0,0.0,16.7207,1.9741,0.0,113467383.0,0.0,29878231291.0,29.30974,0.0,0.0,0.0,1.25,2024-09-10 00:00:00.0,1.37275,0.0,0.0,0.0,558386,910468,831288,2024-06-05 00:00:00.0,4,11.95,518143,2024-12-10 00:00:00.0,2024-11-12 00:00:00.0,0.0
ROL,50.87,32.19,0.6,1.21065,2024-08-12 00:00:00.0,53.01975,3.01492,19.11697,7.32647,38.45138,52.5568,53.9997,14.2319,14.5076,14.2319,14.5076,35.7114,14.8927,24.47317,0.57683,0.77759,0.0,36.4494,70.837,62.269,0.94776,19.9694,0.0,0.0,14.0014,12.7157,0.0,484313840.0,0.0,24002593910.0,2.55218,0.0,0.0,0.0,0.15,2024-09-10 00:00:00.0,0.69835,0.0,0.0,0.0,1320261,2124209,1607634,2024-07-23 00:00:00.0,4,0.88776,1949922,2024-12-10 00:00:00.0,2024-11-12 00:00:00.0,0.0
ROP,579.1,474.46,3.0,0.54427,2024-07-08 00:00:00.0,41.13503,1.12849,3.33114,9.16513,29.22855,69.9044,69.5072,22.1358,19.6353,21.9366,19.6353,8.2683,4.1102,5.38209,0.41427,0.53074,0.0,27.0857,40.9278,38.1713,13.37862,22.3794,0.0,0.0,15.0042,13.7026,0.0,107198665.0,0.0,59087904148.0,169.2092,0.0,0.0,0.0,0.75,2024-07-22 00:00:00.0,1.01497,0.0,0.0,0.0,365624,521877,496241,2024-06-12 00:00:00.0,4,12.74,341622,2024-10-22 00:00:00.0,2024-10-08 00:00:00.0,0.0
ROST,163.6,108.35,1.47,0.95872,2024-09-10 00:00:00.0,24.16199,1.02951,9.00373,2.20589,19.91204,32.4777,28.2852,9.8238,9.9696,9.8238,9.9696,43.236,11.0957,29.31104,0.99504,1.55819,0.0,38.4192,114.2986,82.3319,6.20396,31.6962,0.0,0.0,8.9919,9.8057,0.0,333574906.0,0.0,51147040336.0,15.57576,0.0,0.0,0.0,0.3675,2024-09-30 00:00:00.0,1.0857,0.0,0.0,0.0,2618172,2240728,2302846,2024-08-21 00:00:00.0,4,5.56,2283058,2024-12-30 00:00:00.0,2024-12-10 00:00:00.0,0.0
RCL,173.37,78.35,1.6,0.94663,2020-03-05 00:00:00.0,18.71867,-0.14715,6.83032,2.66757,10.02705,47.8277,49.4403,16.3078,20.7785,16.3796,20.8759,51.6502,6.6096,9.49415,0.07944,0.19062,0.0,72.8911,352.1837,329.602,8.91837,-4149.9005,0.0,0.0,57.2398,27.7018,0.0,268820341.0,0.0,45436014035.0,23.34151,0.0,0.0,0.0,0.78,2020-04-06 00:00:00.0,2.63024,0.0,0.0,0.0,1797743,2711003,2342600,2020-02-20 00:00:00.0,4,6.30742,2078254,2020-07-06 00:00:00.0,2020-06-05 00:00:00.0,0.0
SPGI,510.29,340.49,3.64,0.72024,2024-08-27 00:00:00.0,47.98864,-3.1583,4.00212,10.57889,33.63587,68.1304,69.428,25.0301,28.4868,27.2069,30.5719,9.2552,5.3534,5.6432,0.86309,1.02582,0.0,23.3596,30.8511,30.5663,10.52895,45.8139,0.0,0.0,11.7699,10.092,0.0,312896064.0,0.0,158134541784.0,111.44089,0.0,0.0,0.0,0.91,2024-09-11 00:00:00.0,1.15681,0.0,0.0,0.0,1040636,1219248,1085265,2024-06-25 00:00:00.0,4,8.23,1123390,2024-12-11 00:00:00.0,2024-11-27 00:00:00.0,0.0
CRM,318.715,193.68,1.6,0.6056,2024-07-09 00:00:00.0,46.52283,0.03319,4.37546,7.30983,20.92492,76.0008,76.3276,15.3036,16.7852,15.3036,16.7852,9.3428,4.3438,7.82244,0.9479,1.10605,0.0,15.7824,22.4385,19.3237,5.56501,1367.1411,0.0,0.0,11.1795,11.0444,0.0,969000000.0,0.0,256009800000.0,61.4655,0.0,0.0,0.0,0.4,2024-07-25 00:00:00.0,1.29154,0.0,0.0,0.0,4660624,6141931,8452155,2024-06-27 00:00:00.0,4,4.2,5276384,2024-10-25 00:00:00.0,2024-10-09 00:00:00.0,0.0
SBAC,258.76,183.64,3.92,1.71546,2024-08-22 00:00:00.0,47.97638,5.34078,-3.96795,7.92072,18.54845,77.6532,77.6158,19.2203,24.6533,19.0172,24.1419,-9.8518,7.9858,9.17756,0.13375,0.17467,0.0,135.5446,-271.0032,-231.7857,4.74546,2.0821,0.0,0.0,2.9668,-1.4651,0.0,107472463.0,0.0,24558532520.0,-49.4714,0.0,0.0,0.0,0.98,2024-09-18 00:00:00.0,0.64259,0.0,0.0,0.0,553557,894215,862304,2024-07-29 00:00:00.0,4,4.61,408363,2024-12-18 00:00:00.0,2024-11-22 00:00:00.0,0.0
SLB,62.12,42.61,1.1,2.44227,2024-09-04 00:00:00.0,14.2937,0.72022,3.17916,1.91561,10.76924,20.1758,20.5383,12.5647,12.1676,12.8834,12.5287,21.9731,7.9034,11.60456,1.01604,1.49222,0.0,34.5471,59.982,55.2692,3.06009,12.1118,0.0,0.0,17.9559,12.6799,0.0,1419841229.0,0.0,63949648954.0,14.84039,0.0,0.0,0.0,0.275,2024-10-10 00:00:00.0,1.56624,0.0,0.0,0.0,6607429,9886622,10513007,2024-07-18 00:00:00.0,4,2.91,5199381,2025-01-10 00:00:00.0,2024-12-04 00:00:00.0,0.0
STX,113.57,62.43,2.8,2.78026,2024-09-23 00:00:00.0,62.81646,-0.40999,-14.5577,3.29468,40.57037,23.6452,31.7965,5.1137,27.186,5.1137,27.186,-24.907,3.6041,7.6484,0.61213,1.07519,0.0,120.7551,-407.3105,-371.0932,1.58,-161.7187,0.0,0.0,-11.2812,-11.2812,0.0,210195239.0,0.0,21168762519.0,-7.09384,0.0,0.0,0.0,0.7,2024-10-07 00:00:00.0,1.04454,0.0,0.0,0.0,1842207,2613350,2433742,2024-07-23 00:00:00.0,4,1.58,2423619,2025-01-07 00:00:00.0,2024-12-23 00:00:00.0,0.0
SRE,83.68,63.75,2.48,3.03735,2024-06-27 00:00:00.0,17.44539,0.38333,1.68381,3.56651,10.53501,37.8376,39.0235,22.3805,24.0451,25.6826,28.894,10.4195,1.9515,3.52971,0.24675,0.45891,0.0,42.6678,93.6672,82.6336,4.68032,18.4999,0.0,0.0,15.7974,-20.5753,0.0,633145875.0,0.0,51696360693.0,45.17146,0.0,0.0,0.0,0.62,2024-07-15 00:00:00.0,0.74663,0.0,0.0,0.0,2192353,3029880,2800085,2024-05-14 00:00:00.0,4,4.79,2240621,2024-10-15 00:00:00.0,2024-09-27 00:00:00.0,0.0
NOW,850.33,527.24,0.0,0.0,,147.08082,0.23066,18.687,16.19746,41.21771,79.0657,78.9874,11.5118,9.9733,11.5118,9.9733,14.6998,4.0484,10.95079,0.9664,1.11838,0.0,19.7509,26.0212,24.8903,5.53512,-20.5725,0.0,0.0,23.8233,24.1736,0.0,205857000.0,0.0,171219501180.0,42.09718,0.0,0.0,0.0,0.0,,0.99289,0.0,0.0,0.0,729707,1235057,1432058,,0,8.42,481503,,,0.0
SHW,363.125,232.06,2.86,0.79449,2024-08-16 00:00:00.0,36.85912,1.96752,19.96533,3.28358,21.55808,48.0678,48.8463,10.9215,14.1895,10.9215,14.1895,68.0708,10.0295,17.13573,0.44316,0.81036,0.0,60.0181,327.8293,256.7754,9.81304,8.9295,0.0,0.0,4.0769,0.2038,0.0,252246725.0,0.0,90803776065.0,14.94741,0.0,0.0,0.0,0.715,2024-09-06 00:00:00.0,1.15868,0.0,0.0,0.0,1314394,1551472,1838901,2024-07-17 00:00:00.0,4,9.25,1380247,2024-12-06 00:00:00.0,2024-11-18 00:00:00.0,0.0
SPG,169.185,102.11,8.2,4.8795,2024-09-09 00:00:00.0,21.31724,3.40231,17.04527,8.48158,12.69266,82.1259,82.6879,44.0146,33.8963,50.5347,39.0487,82.9595,5.619,9.15336,0.38795,0.3893,0.0,80.6773,719.648,661.27,7.86734,19.6346,0.0,0.0,6.943,7.4153,0.0,326035383.0,0.0,54791590513.0,8.9057,0.0,0.0,0.0,2.05,2024-09-30 00:00:00.0,1.77246,0.0,0.0,0.0,1178285,1489398,1442682,2024-08-05 00:00:00.0,4,6.97594,1404262,2024-12-30 00:00:00.0,2024-12-09 00:00:00.0,0.0
SWKS,120.86,85.06,2.8,2.59981,2024-05-20 00:00:00.0,22.05297,-0.81479,2.6862,3.90064,9.26934,40.4661,40.2098,17.8484,13.3517,17.8484,13.3517,12.7768,6.3605,10.51716,3.33345,5.75431,0.0,15.6702,18.9508,18.6399,4.83971,-25.4283,0.0,0.0,-12.9998,-11.8678,0.0,159716371.0,0.0,17201453156.0,39.67689,0.0,0.0,0.0,0.68,2024-06-11 00:00:00.0,1.22642,0.0,0.0,0.0,1611712,2191762,2599751,2024-04-30 00:00:00.0,4,6.13,1003253,2024-09-11 00:00:00.0,2024-08-20 00:00:00.0,0.0
SJM,147.475,105.69,4.32,3.57912,2024-08-16 00:00:00.0,16.06863,-0.01827,1.58521,1.46183,9.38526,38.127,41.5378,9.0968,11.1121,9.0968,11.1121,9.9301,5.1417,4.55874,0.2123,0.52296,0.0,42.6105,111.2452,90.0128,7.14,-930.2325,0.0,0.0,-4.1095,-4.1095,0.0,106433488.0,0.0,12846522001.0,72.45117,0.0,0.0,0.0,1.08,2024-09-03 00:00:00.0,0.24513,0.0,0.0,0.0,843057,1320045,1217766,2024-07-12 00:00:00.0,4,7.14,1686374,2024-12-03 00:00:00.0,2024-11-18 00:00:00.0,0.0
